Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,082090,1966,null,null,null,null,null,null,null,111.9,188.0,118.9,66.7,141.1,null
IDCJAC0001,082090,1967,15.8,12.0,37.6,4.6,33.8,29.2,51.0,110.8,44.4,71.6,7.9,17.5,436.2
IDCJAC0001,082090,1968,35.3,7.6,15.8,97.9,252.2,107.2,72.1,139.3,40.6,144.9,67.5,63.4,1043.8
IDCJAC0001,082090,1969,22.1,66.9,100.7,61.8,87.3,23.9,163.3,44.4,122.4,39.7,41.7,64.8,839.0
IDCJAC0001,082090,1970,106.2,17.9,57.0,152.4,48.6,84.5,83.0,185.7,121.1,46.0,99.2,62.0,1063.6
IDCJAC0001,082090,1971,31.5,65.8,19.2,76.3,118.5,57.2,64.2,99.3,92.4,70.5,170.9,128.4,994.2
IDCJAC0001,082090,1972,120.2,79.3,26.7,47.2,36.7,30.0,75.9,121.9,21.1,24.7,58.5,1.0,643.2
IDCJAC0001,082090,1973,118.4,231.1,99.3,154.2,74.7,126.2,78.6,175.4,125.0,186.9,83.6,53.2,1506.6
IDCJAC0001,082090,1974,182.2,68.4,53.8,231.4,171.8,56.8,176.6,138.6,112.0,164.4,80.0,23.8,1459.8
IDCJAC0001,082090,1975,42.8,27.2,55.6,35.2,131.0,23.6,135.8,167.0,211.0,220.4,44.8,198.6,1293.0
IDCJAC0001,082090,1976,36.0,53.4,8.8,8.2,26.0,48.8,53.4,70.4,115.0,145.3,91.8,54.6,711.7
IDCJAC0001,082090,1977,55.0,99.4,57.2,18.4,114.4,118.6,60.4,42.4,32.2,20.8,32.6,3.8,655.2
IDCJAC0001,082090,1978,80.6,2.8,100.6,61.1,142.2,76.6,146.6,86.6,144.4,87.8,140.2,47.0,1116.5
IDCJAC0001,082090,1979,12.0,1.4,60.5,75.2,66.2,66.4,47.5,132.3,182.0,98.8,42.0,5.8,790.1
IDCJAC0001,082090,1980,25.1,4.6,25.0,47.8,51.0,125.1,119.3,103.1,92.5,89.8,35.3,99.2,817.8
IDCJAC0001,082090,1981,48.4,56.2,37.0,5.2,76.4,309.8,268.6,169.6,61.6,44.2,49.3,43.2,1169.5
IDCJAC0001,082090,1982,49.2,0.0,76.6,18.2,96.1,40.3,20.8,23.9,69.9,12.0,11.8,26.6,445.4
IDCJAC0001,082090,1983,25.8,17.6,71.8,108.0,154.4,75.6,134.2,160.8,146.6,71.0,72.2,47.0,1085.0
IDCJAC0001,082090,1984,232.2,52.6,40.4,39.4,20.7,19.1,112.3,194.4,83.0,120.2,8.4,20.0,942.7
IDCJAC0001,082090,1985,21.9,3.2,56.0,86.6,87.8,74.4,54.8,227.1,27.9,74.8,81.0,114.8,910.3
IDCJAC0001,082090,1986,12.0,9.5,1.6,48.2,89.8,57.2,275.2,109.6,67.6,145.3,76.8,112.2,1005.0
IDCJAC0001,082090,1987,10.6,69.0,42.2,70.8,84.6,177.2,102.0,56.4,44.4,43.8,71.0,70.6,842.6
IDCJAC0001,082090,1988,32.6,19.0,49.0,26.2,216.0,137.0,126.0,46.8,77.8,54.6,120.4,148.0,1053.4
IDCJAC0001,082090,1989,15.0,10.0,136.6,157.8,135.2,71.8,89.4,103.0,59.6,122.0,59.0,27.2,986.6
IDCJAC0001,082090,1990,11.2,38.0,10.6,121.3,124.0,129.8,250.8,115.8,69.8,86.4,15.4,16.4,989.5
IDCJAC0001,082090,1991,133.0,1.0,15.2,14.4,10.4,185.8,127.2,187.6,109.6,9.0,23.8,57.4,874.4
IDCJAC0001,082090,1992,48.4,22.6,63.0,106.6,84.2,71.5,77.2,193.6,167.2,186.6,167.8,128.2,1316.9
IDCJAC0001,082090,1993,83.4,32.2,109.4,11.6,50.4,43.2,206.8,70.2,146.6,169.6,97.2,180.0,1200.6
IDCJAC0001,082090,1994,19.2,123.2,36.8,59.0,46.8,138.6,35.2,26.2,26.5,50.6,91.2,32.6,685.9
IDCJAC0001,082090,1995,148.0,27.0,0.0,59.4,183.0,146.2,177.2,39.6,62.8,110.2,96.6,21.8,1071.8
IDCJAC0001,082090,1996,199.0,66.2,49.0,43.2,59.6,144.6,116.4,106.6,155.6,74.4,55.4,54.0,1124.0
IDCJAC0001,082090,1997,62.8,15.2,49.8,2.4,80.6,41.4,31.4,97.8,121.6,21.2,53.4,6.0,583.6
IDCJAC0001,082090,1998,31.0,35.3,2.0,102.4,9.4,89.4,121.2,77.8,251.4,75.2,162.0,16.4,973.5
IDCJAC0001,082090,1999,38.0,3.0,80.0,26.2,138.0,85.0,57.8,196.6,null,70.4,null,null,null
IDCJAC0001,082090,2000,20.0,45.0,66.8,55.4,193.6,99.0,78.4,172.4,155.2,174.0,76.0,9.4,1145.2
IDCJAC0001,082090,2001,null,86.0,74.0,31.0,null,140.0,null,null,68.2,null,null,31.0,null
IDCJAC0001,082090,2002,null,46.2,60.0,21.4,33.2,138.0,null,50.8,null,31.4,null,14.2,null
IDCJAC0001,082090,2003,null,12.4,13.2,42.1,null,102.0,null,null,72.8,89.6,69.0,118.9,null
IDCJAC0001,082090,2004,30.0,4.7,3.6,17.9,39.4,null,null,null,null,null,104.4,76.3,null
IDCJAC0001,082090,2005,61.5,169.2,17.8,null,9.4,null,92.7,163.2,116.8,104.4,116.8,60.8,null
IDCJAC0001,082090,2006,null,null,39.9,null,36.7,39.3,59.2,56.2,23.6,4.6,38.6,4.0,null
IDCJAC0001,082090,2007,21.5,22.8,null,53.7,95.6,52.6,104.2,37.8,35.8,32.8,76.1,103.0,null
IDCJAC0001,082090,2008,65.0,69.4,37.4,24.8,null,null,132.4,null,38.9,10.4,77.2,64.2,null
IDCJAC0001,082090,2009,23.5,null,23.0,78.4,26.6,95.8,100.9,107.8,84.5,120.5,68.1,15.5,null
IDCJAC0001,082090,2010,61.7,134.5,95.0,65.8,72.8,62.3,93.8,150.8,146.6,232.2,null,184.4,null
IDCJAC0001,082090,2011,106.6,null,null,53.6,55.2,76.2,null,95.6,93.8,53.4,165.4,41.0,null
IDCJAC0001,082090,2012,87.0,124.0,208.5,39.0,null,null,null,null,null,null,null,null,null
