Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,091062,1914,null,null,null,null,null,null,51.6,18.5,22.1,5.3,43.2,51.1,null
IDCJAC0001,091062,1915,8.1,35.3,55.6,86.1,104.9,150.4,104.1,118.9,155.4,81.3,55.2,2.3,957.6
IDCJAC0001,091062,1916,85.1,26.7,14.1,92.6,63.0,148.9,125.1,178.2,75.0,133.3,45.2,135.5,1122.7
IDCJAC0001,091062,1917,24.1,66.6,42.3,14.4,124.6,107.4,189.1,100.3,163.9,151.0,108.3,24.6,1116.6
IDCJAC0001,091062,1918,18.0,15.9,24.1,26.4,181.9,213.5,125.0,87.3,24.4,74.3,16.2,36.5,843.5
IDCJAC0001,091062,1919,2.3,29.2,15.7,24.1,122.6,102.7,97.1,47.2,54.9,50.3,14.1,39.9,600.1
IDCJAC0001,091062,1920,32.1,7.1,19.6,32.0,60.4,148.8,158.7,114.6,85.7,60.8,42.0,47.7,809.5
IDCJAC0001,091062,1921,41.4,42.7,6.0,39.6,59.6,147.9,129.4,71.6,95.3,49.1,64.8,6.1,753.5
IDCJAC0001,091062,1922,25.6,100.5,20.1,94.8,84.5,56.1,51.1,73.5,81.6,100.6,22.6,53.7,764.7
IDCJAC0001,091062,1923,58.1,34.5,26.0,0.8,325.6,148.9,122.3,79.5,182.0,97.7,115.9,77.2,1268.5
IDCJAC0001,091062,1924,56.9,75.8,83.0,72.4,56.2,76.4,81.2,117.4,150.5,86.6,148.9,3.4,1008.7
IDCJAC0001,091062,1925,37.4,50.3,26.6,43.7,70.2,28.8,76.6,130.9,72.0,91.7,10.6,11.5,650.3
IDCJAC0001,091062,1926,9.4,46.8,14.3,96.5,66.6,112.0,195.8,156.6,55.5,146.6,47.6,52.0,999.7
IDCJAC0001,091062,1927,49.3,54.6,38.1,4.6,84.9,63.2,97.0,161.0,63.3,63.5,10.1,88.6,778.2
IDCJAC0001,091062,1928,42.9,67.6,39.3,108.9,33.4,86.6,144.6,85.8,167.1,194.4,49.1,22.3,1042.0
IDCJAC0001,091062,1929,66.3,61.1,35.4,280.2,67.1,218.6,97.7,120.1,63.9,79.0,100.0,87.5,1276.9
IDCJAC0001,091062,1930,10.2,43.4,28.8,62.7,114.2,12.3,185.2,161.7,106.0,124.7,84.4,149.0,1082.6
IDCJAC0001,091062,1931,6.9,25.5,102.3,49.1,199.8,262.8,150.7,102.1,136.7,34.0,58.4,2.3,1130.6
IDCJAC0001,091062,1932,27.4,71.6,107.6,117.9,11.1,135.1,132.0,132.9,102.8,86.0,41.4,75.5,1041.3
IDCJAC0001,091062,1933,26.3,2.0,67.5,55.5,85.4,65.4,62.3,95.6,139.0,67.3,36.1,60.3,762.7
IDCJAC0001,091062,1934,24.3,22.1,21.2,84.1,13.8,30.6,149.6,96.4,109.4,84.7,131.1,165.2,932.5
IDCJAC0001,091062,1935,14.0,95.0,69.9,51.1,130.5,101.4,117.7,105.1,36.9,34.8,32.6,29.5,818.5
IDCJAC0001,091062,1936,18.4,6.4,61.6,70.2,80.8,67.8,154.2,285.5,63.2,108.2,22.2,36.6,975.1
IDCJAC0001,091062,1937,108.8,43.7,72.6,20.8,102.8,15.3,74.2,87.4,67.6,89.2,37.7,101.9,822.0
IDCJAC0001,091062,1938,106.3,82.2,25.3,84.5,67.6,200.6,44.2,54.7,73.6,80.1,34.1,60.1,913.3
IDCJAC0001,091062,1939,5.7,92.9,51.2,143.6,136.2,133.3,34.2,329.2,75.5,77.0,97.6,38.5,1214.9
IDCJAC0001,091062,1940,46.5,22.9,10.3,38.7,38.9,84.6,185.3,28.0,24.2,45.8,55.6,70.9,651.7
IDCJAC0001,091062,1941,9.5,9.9,97.9,23.1,29.5,81.5,116.1,36.7,101.0,72.7,79.2,13.8,670.9
IDCJAC0001,091062,1942,83.4,38.6,39.5,48.1,155.7,108.9,199.9,191.2,85.1,43.1,11.8,51.9,1057.2
IDCJAC0001,091062,1943,29.7,60.1,9.2,82.7,51.5,67.2,143.3,58.7,111.9,36.9,45.8,14.9,711.9
IDCJAC0001,091062,1944,58.4,62.3,24.8,43.2,124.5,36.9,154.8,37.2,52.3,74.7,41.9,124.5,835.5
IDCJAC0001,091062,1945,69.4,86.9,3.7,11.0,33.3,155.1,115.7,231.9,64.0,26.2,40.4,22.8,860.4
IDCJAC0001,091062,1946,77.0,143.6,119.7,44.5,87.7,35.3,276.2,149.3,46.8,24.8,62.7,79.3,1146.9
IDCJAC0001,091062,1947,34.3,33.8,83.5,44.5,115.8,249.8,161.1,153.2,54.4,214.2,67.5,96.0,1308.1
IDCJAC0001,091062,1948,12.8,63.8,22.1,36.3,99.7,59.5,147.4,93.7,69.6,109.3,65.0,64.8,844.0
IDCJAC0001,091062,1949,24.2,54.6,100.1,9.0,94.8,32.7,80.0,45.2,46.6,240.4,79.7,11.3,818.6
IDCJAC0001,091062,1950,63.1,46.9,17.8,78.5,80.3,null,109.1,121.5,87.7,95.7,108.4,54.5,null
IDCJAC0001,091062,1951,14.9,19.0,54.1,146.8,null,null,null,null,null,null,null,null,null
