Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,012318,1995,null,null,null,null,5.0,22.2,50.2,0.2,11.0,12.4,6.2,58.8,null
IDCJAC0001,012318,1996,0.0,1.2,18.5,24.6,2.2,72.6,94.6,26.0,12.6,2.2,27.6,10.8,292.9
IDCJAC0001,012318,1997,8.2,76.6,20.0,34.2,78.6,11.0,11.6,41.5,5.2,10.8,23.8,19.2,340.7
IDCJAC0001,012318,1998,7.2,0.0,7.2,74.6,17.2,44.4,56.8,32.2,8.4,16.0,38.4,57.8,360.2
IDCJAC0001,012318,1999,4.4,17.4,121.2,92.8,49.0,6.4,14.8,1.8,11.0,0.0,95.0,25.4,439.2
IDCJAC0001,012318,2000,119.8,56.6,144.8,3.0,1.2,7.0,13.0,25.0,9.0,0.2,1.4,19.6,400.6
IDCJAC0001,012318,2001,23.0,154.2,4.2,21.4,null,14.4,8.4,10.2,10.2,39.4,22.8,0.0,null
IDCJAC0001,012318,2002,8.0,2.8,18.2,23.4,14.4,null,null,13.8,6.6,4.2,78.6,14.2,null
IDCJAC0001,012318,2003,15.2,63.6,41.4,3.4,19.2,12.6,9.4,18.6,14.0,3.6,100.8,0.0,301.8
IDCJAC0001,012318,2004,22.6,43.6,51.6,9.4,26.8,9.6,55.0,2.6,8.2,13.8,11.8,12.4,267.4
IDCJAC0001,012318,2005,1.4,0.2,16.8,7.0,42.6,21.6,0.8,41.6,27.6,0.0,2.8,0.0,162.4
IDCJAC0001,012318,2006,90.6,17.8,66.4,36.2,3.6,0.2,1.0,3.4,31.0,34.2,10.2,36.6,331.2
IDCJAC0001,012318,2007,51.8,29.0,4.6,5.8,3.2,6.2,25.5,8.2,6.8,0.4,0.2,32.8,174.5
IDCJAC0001,012318,2008,7.0,166.8,36.6,17.2,1.4,3.4,38.6,12.6,1.8,5.6,96.4,3.2,390.6
IDCJAC0001,012318,2009,27.8,8.0,25.4,43.2,6.2,37.0,29.2,9.0,13.6,1.0,13.6,6.2,220.2
IDCJAC0001,012318,2010,9.0,14.0,45.6,25.8,8.2,9.4,9.4,35.6,43.8,14.6,0.2,33.8,249.4
IDCJAC0001,012318,2011,34.4,84.0,9.8,16.2,7.8,52.2,86.6,null,13.6,51.2,16.2,37.8,null
