Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,085211,1906,null,null,null,null,null,null,null,null,114.6,104.0,96.4,79.1,null
IDCJAC0001,085211,1907,55.6,13.5,19.2,39.1,27.6,137.1,28.2,62.7,41.6,43.2,40.9,111.9,620.6
IDCJAC0001,085211,1909,52.8,61.2,38.6,32.3,44.2,240.0,116.6,49.8,116.3,38.1,22.1,72.6,884.6
IDCJAC0001,085211,1910,118.1,24.4,23.6,19.8,27.9,13.7,38.6,42.4,111.3,55.1,125.2,60.2,660.3
IDCJAC0001,085211,1911,null,null,null,20.9,92.9,null,55.4,56.7,101.7,58.2,30.5,66.2,null
IDCJAC0001,085211,1912,28.9,31.2,48.5,33.4,25.9,31.7,null,null,null,null,null,null,null
IDCJAC0001,085211,1913,19.6,16.9,219.1,22.6,99.1,129.1,39.1,69.2,21.2,94.7,104.2,13.8,848.6
IDCJAC0001,085211,1914,37.8,0.0,50.5,20.3,49.2,27.4,116.9,8.4,51.6,9.4,39.5,117.9,528.9
IDCJAC0001,085211,1915,124.5,13.2,22.6,36.9,55.9,53.3,22.5,63.7,83.5,99.8,40.2,21.1,637.2
IDCJAC0001,085211,1916,75.7,147.8,24.2,37.9,12.5,44.9,54.8,47.8,421.1,108.4,69.9,64.8,1109.8
IDCJAC0001,085211,1917,76.6,65.5,47.5,49.2,37.1,73.3,59.1,53.6,46.9,108.4,58.4,54.8,730.4
IDCJAC0001,085211,1918,132.5,27.2,95.7,21.0,83.3,119.9,101.7,10.5,24.9,48.7,6.4,31.4,703.2
IDCJAC0001,085211,1919,2.1,200.9,102.4,23.6,104.4,null,null,null,null,null,null,null,null
