Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,041542,1996,null,null,null,null,null,null,null,null,null,null,null,152.2,null
IDCJAC0001,041542,1997,9.4,null,15.0,19.0,43.5,16.4,5.4,3.8,74.4,109.0,122.8,82.2,null
IDCJAC0001,041542,1998,122.0,118.2,12.6,51.6,21.6,50.8,110.7,40.6,67.8,93.4,88.8,58.6,836.7
IDCJAC0001,041542,1999,116.0,57.0,159.6,42.8,40.6,26.6,94.2,26.6,13.0,124.0,102.0,119.0,921.4
IDCJAC0001,041542,2000,137.8,22.8,null,9.4,38.0,32.2,6.0,4.8,7.4,39.8,57.6,57.4,null
IDCJAC0001,041542,2001,40.8,102.0,104.6,33.8,null,5.2,24.0,13.4,21.0,90.0,135.2,61.6,null
IDCJAC0001,041542,2002,18.0,44.4,93.0,6.6,13.4,51.2,4.0,32.2,12.2,19.8,14.4,126.4,435.6
IDCJAC0001,041542,2003,27.6,null,32.2,45.2,37.6,58.6,26.4,7.4,6.8,83.0,10.0,97.4,null
IDCJAC0001,041542,2004,204.2,113.6,null,63.8,11.0,1.8,9.4,25.4,36.4,54.4,null,null,null
IDCJAC0001,041542,2005,33.2,null,11.2,2.2,40.2,79.4,5.8,5.8,36.4,118.2,87.6,65.8,null
IDCJAC0001,041542,2006,113.2,50.2,31.2,72.6,11.4,7.4,54.2,23.2,34.0,1.4,135.8,18.2,552.8
IDCJAC0001,041542,2007,null,42.8,53.0,24.8,4.2,53.4,0.4,60.8,34.8,130.8,111.4,45.0,null
IDCJAC0001,041542,2008,151.6,108.4,13.8,24.6,3.4,26.8,null,15.8,38.4,34.0,164.0,50.0,null
IDCJAC0001,041542,2009,43.2,71.6,38.4,37.6,97.6,40.2,3.6,null,null,32.4,32.8,69.4,null
IDCJAC0001,041542,2010,89.6,115.4,85.8,15.6,47.8,9.2,null,87.0,null,70.2,91.2,255.0,null
IDCJAC0001,041542,2011,221.6,26.4,149.2,36.6,57.4,30.4,17.8,53.0,23.4,null,null,null,null
