Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,075133,1899,null,null,null,null,null,null,null,32.4,0.0,20.9,31.7,0.0,null
IDCJAC0001,075133,1900,10.0,0.0,128.2,58.9,34.8,41.9,49.1,35.5,7.7,0.0,16.1,13.0,395.2
IDCJAC0001,075133,1901,6.1,0.0,3.8,30.0,18.1,9.4,36.8,75.2,22.1,69.3,2.5,0.0,273.3
IDCJAC0001,075133,1902,17.0,0.3,19.8,0.0,9.4,15.5,13.7,1.0,23.8,21.6,0.0,62.3,184.4
IDCJAC0001,075133,1903,3.8,5.6,30.6,42.7,5.4,35.7,37.8,16.3,63.6,28.0,24.9,6.1,300.5
IDCJAC0001,075133,1904,55.1,2.3,1.5,13.7,36.0,48.8,70.1,35.3,5.1,29.8,15.0,29.0,341.7
IDCJAC0001,075133,1905,13.6,16.2,27.5,69.4,45.2,72.4,55.0,10.9,23.4,30.9,2.0,24.9,391.4
IDCJAC0001,075133,1906,0.0,17.7,84.7,19.8,91.2,38.1,13.0,41.4,58.1,84.6,68.1,20.1,536.8
IDCJAC0001,075133,1907,22.7,5.1,6.9,16.4,19.3,39.3,28.0,56.9,22.6,7.9,28.0,51.0,304.1
IDCJAC0001,075133,1908,34.5,11.0,12.3,12.7,14.9,62.4,25.0,28.2,29.0,31.6,0.0,10.1,271.7
IDCJAC0001,075133,1909,2.5,37.1,48.2,31.2,64.4,81.3,10.5,56.8,43.4,21.6,8.1,6.1,411.2
IDCJAC0001,075133,1910,97.6,2.5,42.6,2.0,24.2,78.4,26.5,14.5,37.7,15.2,25.7,15.5,382.4
IDCJAC0001,075133,1911,73.1,64.3,14.3,0.0,77.7,28.6,49.9,7.1,15.8,0.0,72.4,65.3,468.5
IDCJAC0001,075133,1912,27.7,48.3,18.8,0.0,0.0,59.8,52.0,34.9,19.5,17.5,126.6,29.9,435.0
IDCJAC0001,075133,1913,13.9,25.1,62.5,0.0,85.6,56.5,13.2,10.2,37.1,43.7,8.1,6.8,362.7
IDCJAC0001,075133,1914,5.3,24.4,41.3,9.1,27.2,20.8,8.6,1.0,1.5,0.5,13.0,31.5,184.2
IDCJAC0001,075133,1915,6.8,13.4,14.0,2.8,67.0,46.7,35.1,53.4,29.0,34.8,1.3,15.0,319.3
IDCJAC0001,075133,1916,9.4,1.5,1.3,19.2,11.7,62.7,74.5,50.1,75.9,39.1,64.7,76.7,486.8
IDCJAC0001,075133,1917,49.2,44.4,10.1,3.8,26.7,50.5,47.8,44.8,51.2,90.2,100.6,14.0,533.3
IDCJAC0001,075133,1918,128.4,24.4,32.5,28.3,100.2,38.4,13.0,47.1,7.1,18.2,0.0,2.5,440.1
