Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,040183,1909,null,46.7,127.3,77.0,15.8,23.3,50.0,41.7,42.2,92.2,56.1,257.0,null
IDCJAC0001,040183,1910,247.8,63.0,146.6,21.4,18.0,136.6,32.5,13.5,60.7,136.3,114.6,157.0,1148.0
IDCJAC0001,040183,1911,386.7,null,null,null,null,null,null,null,null,null,null,null,null
IDCJAC0001,040183,1912,78.5,129.6,136.3,0.0,100.6,143.5,21.6,0.0,0.0,131.5,50.2,50.0,841.8
IDCJAC0001,040183,1915,null,null,null,null,null,null,null,null,null,null,31.1,70.2,null
IDCJAC0001,040183,1916,59.1,127.5,49.8,118.1,23.6,37.2,54.8,56.6,44.6,59.4,134.8,69.1,834.6
IDCJAC0001,040183,1917,124.9,109.3,90.7,12.9,9.7,8.4,10.9,14.1,142.9,87.4,217.4,217.1,1045.7
IDCJAC0001,040183,1918,108.4,44.8,19.3,37.2,12.7,10.6,11.7,34.3,6.1,20.8,95.8,48.6,450.3
IDCJAC0001,040183,1919,31.2,33.5,166.1,17.4,101.6,2.9,0.0,12.9,6.9,16.5,33.3,43.6,465.9
IDCJAC0001,040183,1920,138.9,10.9,55.6,30.0,51.3,59.9,63.5,38.4,82.6,68.9,90.2,100.8,791.0
IDCJAC0001,040183,1921,58.3,57.9,81.5,85.1,38.4,168.9,149.1,7.1,50.3,40.1,80.0,279.6,1096.3
IDCJAC0001,040183,1922,49.3,82.6,24.2,0.0,0.8,23.9,80.3,6.3,28.7,78.2,50.0,107.5,531.8
IDCJAC0001,040183,1923,78.6,0.8,0.0,15.5,2.0,65.8,8.4,9.9,32.3,18.5,46.2,108.4,386.4
IDCJAC0001,040183,1924,101.8,250.2,91.7,58.2,0.5,66.4,96.2,43.2,71.3,61.7,133.4,15.3,989.9
IDCJAC0001,040183,1925,77.7,102.2,43.2,9.4,39.1,90.9,1.5,74.1,7.2,11.2,76.8,77.8,611.1
