Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,024048,1995,null,null,null,null,null,null,null,10.0,27.8,91.4,7.4,3.2,null
IDCJAC0001,024048,1996,20.0,29.2,6.2,5.0,0.6,29.0,38.6,39.2,44.4,17.6,14.4,0.8,245.0
IDCJAC0001,024048,1997,32.0,38.6,0.2,0.2,16.8,10.6,2.6,29.6,69.6,1.0,13.4,22.0,236.6
IDCJAC0001,024048,1998,6.0,34.0,3.6,41.4,4.2,16.0,28.4,20.8,33.2,23.4,23.0,3.8,237.8
IDCJAC0001,024048,1999,4.0,4.0,16.0,6.2,27.2,18.0,17.2,28.4,7.4,49.4,27.2,26.4,231.4
IDCJAC0001,024048,2000,1.0,77.2,13.4,44.2,16.2,11.2,22.4,21.8,33.6,19.6,42.6,22.4,325.6
IDCJAC0001,024048,2001,3.8,12.8,14.2,1.4,19.8,32.4,20.0,20.6,34.2,46.2,12.8,1.4,219.6
IDCJAC0001,024048,2002,3.8,0.6,1.0,6.4,14.2,24.0,9.0,7.2,8.0,0.6,8.4,12.0,95.2
IDCJAC0001,024048,2003,1.2,21.6,0.0,9.4,25.2,31.4,7.0,47.0,10.6,19.8,12.2,28.0,213.4
IDCJAC0001,024048,2004,3.0,1.2,3.4,0.6,6.2,43.2,14.4,27.4,14.2,2.0,22.6,51.4,189.6
IDCJAC0001,024048,2005,36.4,4.6,3.8,5.2,0.4,60.4,26.8,20.6,38.4,74.8,21.6,8.0,301.0
IDCJAC0001,024048,2006,3.6,5.6,14.0,34.6,7.6,6.8,35.6,1.2,6.6,0.0,0.0,0.0,115.6
IDCJAC0001,024048,2007,37.6,2.2,27.8,43.6,19.4,8.6,19.6,1.6,4.2,12.8,42.6,20.0,240.0
IDCJAC0001,024048,2008,20.2,0.2,0.8,7.8,35.0,21.4,18.4,37.2,2.6,2.6,32.2,33.2,211.6
IDCJAC0001,024048,2009,0.0,0.6,1.8,34.2,7.6,23.8,19.8,14.4,35.2,14.2,40.6,19.2,211.4
IDCJAC0001,024048,2010,12.0,9.2,31.0,21.8,30.2,5.6,19.2,33.0,46.6,67.0,37.8,95.4,408.8
IDCJAC0001,024048,2011,99.2,91.8,39.8,5.0,13.6,7.4,15.6,24.0,2.8,40.2,45.2,58.8,443.4
IDCJAC0001,024048,2012,41.6,9.0,68.0,6.8,7.0,null,null,null,null,null,null,null,null
