Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,09924,1974,null,20.0,0.7,42.5,130.6,79.0,171.0,81.1,28.3,55.5,68.3,2.5,null
IDCJAC0001,09924,1975,1.7,5.5,46.6,59.6,103.2,69.8,145.0,49.2,46.4,38.6,26.6,3.8,596.0
IDCJAC0001,09924,1976,54.2,18.2,2.0,89.6,74.6,55.2,57.3,73.3,59.9,71.7,77.3,11.4,644.7
IDCJAC0001,09924,1977,8.6,3.3,9.0,11.6,88.1,105.8,80.0,95.5,42.1,116.4,46.4,30.0,636.8
IDCJAC0001,09924,1978,10.0,41.4,7.4,33.4,113.7,135.8,132.3,43.9,92.7,48.7,21.7,15.1,696.1
IDCJAC0001,09924,1979,9.4,18.4,24.7,37.1,66.7,83.1,89.9,80.5,65.6,53.8,47.2,13.4,589.8
IDCJAC0001,09924,1980,3.8,14.1,6.8,59.5,45.3,80.4,104.5,77.9,49.9,68.3,39.2,11.0,560.7
IDCJAC0001,09924,1981,1.4,1.0,12.8,61.4,65.2,107.6,120.9,104.8,51.4,28.6,68.4,15.9,639.4
IDCJAC0001,09924,1982,100.1,18.4,12.6,2.6,54.7,101.9,92.1,40.1,39.3,29.8,22.0,10.7,524.3
IDCJAC0001,09924,1983,2.2,29.6,1.9,22.4,44.3,139.7,100.2,121.5,117.2,19.7,28.9,16.6,644.2
IDCJAC0001,09924,1984,1.1,11.8,12.4,24.9,114.0,85.5,65.2,93.2,74.8,22.4,87.2,17.8,610.3
IDCJAC0001,09924,1985,23.2,3.4,5.8,75.4,51.8,62.0,74.4,134.0,44.3,35.5,49.4,13.1,572.3
IDCJAC0001,09924,1986,11.0,51.0,28.9,8.9,56.4,59.0,84.2,87.0,63.4,50.8,15.6,1.0,517.2
IDCJAC0001,09924,1987,4.6,0.0,29.2,73.4,56.6,55.5,95.8,42.1,32.1,25.6,34.3,22.2,471.4
IDCJAC0001,09924,1988,10.8,2.1,14.6,25.4,148.5,184.8,90.8,123.5,87.6,48.8,25.4,8.0,770.3
IDCJAC0001,09924,1989,64.6,57.7,3.6,51.6,64.0,57.2,106.6,83.4,48.5,92.3,13.0,9.6,652.1
IDCJAC0001,09924,1990,16.0,36.0,16.6,69.8,75.2,60.0,160.6,66.2,61.4,55.4,28.8,6.6,652.6
IDCJAC0001,09924,1991,6.8,22.2,5.6,22.6,87.8,109.0,113.8,84.0,79.4,26.8,52.3,26.4,636.7
IDCJAC0001,09924,1992,7.0,16.0,14.8,23.4,70.6,117.8,80.0,144.6,71.8,21.2,99.8,13.6,680.6
IDCJAC0001,09924,1993,3.4,0.2,95.2,24.8,80.2,46.8,122.6,79.6,90.4,52.8,17.6,0.6,614.2
IDCJAC0001,09924,1994,0.4,3.4,0.8,9.4,146.0,71.0,96.2,54.8,49.2,32.2,10.6,0.6,474.6
IDCJAC0001,09924,1995,5.4,12.0,1.8,10.2,105.0,100.2,133.2,77.8,42.6,52.6,48.2,37.6,626.6
IDCJAC0001,09924,1996,5.6,0.4,9.8,9.0,56.4,127.6,194.6,81.8,107.2,41.0,24.8,58.0,716.2
IDCJAC0001,09924,1997,7.8,33.0,26.4,13.8,92.2,81.0,82.4,85.4,70.8,23.4,39.4,2.6,558.2
IDCJAC0001,09924,1998,3.4,1.8,63.4,36.2,75.2,113.8,82.0,109.2,107.2,39.6,11.6,16.4,659.8
IDCJAC0001,09924,1999,1.0,1.4,25.0,null,147.0,127.2,109.4,86.8,105.8,70.4,6.0,31.4,null
IDCJAC0001,09924,2000,64.8,12.2,40.6,38.6,50.6,76.6,140.4,91.2,44.8,23.8,23.8,22.0,629.4
IDCJAC0001,09924,2001,5.4,2.4,2.8,4.2,103.2,52.8,46.0,null,72.0,24.4,35.4,null,null
IDCJAC0001,09924,2002,2.0,1.6,7.8,56.4,49.2,null,108.4,70.6,64.6,null,18.8,9.6,null
IDCJAC0001,09924,2003,3.6,33.6,19.6,48.2,79.2,null,null,null,109.2,66.4,25.6,3.4,null
IDCJAC0001,09924,2004,6.8,14.3,6.8,11.6,70.8,102.8,76.0,null,24.8,null,43.6,3.4,null
IDCJAC0001,09924,2005,9.8,4.2,42.4,123.8,94.0,125.6,47.4,95.2,87.0,85.0,44.0,29.8,788.2
IDCJAC0001,09924,2006,20.4,8.8,15.6,26.8,32.2,24.2,88.8,119.0,47.2,29.0,27.2,6.8,446.0
IDCJAC0001,09924,2007,14.6,3.0,21.8,45.6,41.2,53.1,111.0,91.6,95.2,73.2,3.4,45.2,598.9
IDCJAC0001,09924,2008,3.2,3.6,5.8,111.2,105.6,101.8,141.6,26.2,70.0,46.6,67.2,32.8,715.6
IDCJAC0001,09924,2009,2.4,19.6,19.4,3.6,74.4,131.8,127.8,66.0,102.8,11.0,37.6,1.4,597.8
IDCJAC0001,09924,2010,0.4,0.6,16.6,20.0,46.2,45.6,67.2,48.8,29.0,25.8,39.0,20.0,359.2
IDCJAC0001,09924,2011,79.4,1.4,2.8,52.4,45.6,72.6,122.4,86.0,73.0,77.0,50.8,40.4,703.8
IDCJAC0001,09924,2012,27.0,13.2,0.0,20.8,null,null,null,null,null,null,null,null,null
