Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,08274,1982,19.0,11.0,4.4,2.0,29.0,143.8,52.0,44.0,63.0,8.6,3.6,0.0,380.4
IDCJAC0001,08274,1983,0.8,0.0,3.6,0.8,14.2,145.4,91.8,97.0,52.8,3.4,13.0,10.8,433.6
IDCJAC0001,08274,1984,0.0,20.8,27.0,77.8,164.6,41.2,47.6,51.4,29.0,14.6,33.4,0.8,508.2
IDCJAC0001,08274,1985,0.8,21.6,6.2,1.2,21.6,48.6,75.4,55.0,31.8,9.6,4.4,1.4,277.6
IDCJAC0001,08274,1986,2.2,80.2,2.6,2.0,60.0,155.2,103.8,60.8,12.0,21.0,0.0,0.0,499.8
IDCJAC0001,08274,1987,0.0,34.4,15.4,7.6,37.6,97.6,58.2,59.2,18.4,15.8,37.4,0.6,382.2
IDCJAC0001,08274,1988,2.0,2.2,8.8,23.2,135.6,68.2,100.0,56.0,15.8,10.6,19.4,24.8,466.6
IDCJAC0001,08274,1989,0.4,26.8,0.0,12.8,114.2,58.0,45.4,22.4,14.4,19.0,0.4,0.0,313.8
IDCJAC0001,08274,1990,56.6,1.0,1.0,48.2,52.4,63.2,66.6,53.0,24.8,34.2,1.0,5.4,407.4
IDCJAC0001,08274,1991,0.0,8.0,5.2,43.6,33.8,88.6,123.8,35.4,27.0,20.8,39.2,14.2,439.6
IDCJAC0001,08274,1992,8.4,0.0,22.8,26.6,6.6,81.0,19.2,162.6,53.0,21.6,15.8,3.2,420.8
IDCJAC0001,08274,1993,0.0,15.0,6.0,4.4,95.8,36.4,66.4,74.6,44.2,7.0,24.0,16.6,390.4
IDCJAC0001,08274,1994,0.0,31.6,0.0,0.0,54.2,64.4,60.4,53.8,17.2,7.0,0.0,0.0,288.6
IDCJAC0001,08274,1995,5.0,2.2,12.4,20.4,26.4,69.6,152.0,14.0,17.6,16.6,20.8,3.6,360.6
IDCJAC0001,08274,1996,0.0,16.6,5.0,27.8,36.0,110.6,164.4,82.4,45.0,11.6,17.8,2.0,519.2
IDCJAC0001,08274,1997,0.0,33.6,0.0,93.6,23.2,56.6,82.2,74.4,40.0,20.4,0.0,0.0,424.0
IDCJAC0001,08274,1998,0.0,0.0,3.4,0.0,92.2,123.2,93.4,18.8,43.4,6.4,0.6,28.2,409.6
IDCJAC0001,08274,1999,0.0,1.6,37.0,31.6,189.4,32.4,65.8,null,76.0,20.6,3.5,12.4,null
IDCJAC0001,08274,2000,1.0,0.0,152.0,12.2,9.6,null,66.4,51.6,22.2,1.6,1.0,0.0,null
IDCJAC0001,08274,2001,0.4,1.0,0.0,10.4,48.4,20.8,null,18.0,52.4,39.6,10.8,0.0,null
IDCJAC0001,08274,2002,6.0,2.0,6.2,21.0,34.0,56.4,51.4,48.0,29.0,22.4,2.0,10.0,288.4
IDCJAC0001,08274,2003,0.0,1.4,13.0,21.2,60.8,62.2,52.8,92.2,40.0,5.8,50.4,0.0,399.8
IDCJAC0001,08274,2004,3.0,17.4,0.0,4.2,71.8,64.2,43.6,null,24.2,4.0,5.4,0.0,null
IDCJAC0001,08274,2005,0.0,0.0,18.4,30.0,74.4,117.6,25.6,57.0,29.2,10.8,2.0,0.0,365.0
IDCJAC0001,08274,2006,17.0,14.6,5.2,12.2,10.2,11.2,30.0,44.6,12.4,1.8,2.4,6.0,167.6
IDCJAC0001,08274,2007,11.6,0.0,0.0,5.2,17.4,34.8,56.4,24.8,25.2,17.8,0.0,26.8,220.0
IDCJAC0001,08274,2008,0.0,29.6,28.6,82.2,12.0,71.4,115.8,8.0,31.2,17.6,5.2,0.8,402.4
IDCJAC0001,08274,2009,0.0,0.0,0.0,0.0,59.2,110.2,90.8,47.4,58.0,13.4,14.4,4.0,397.4
IDCJAC0001,08274,2010,0.0,0.0,19.8,7.6,38.0,40.2,57.0,73.4,11.0,0.4,0.0,46.8,294.2
IDCJAC0001,08274,2011,16.0,129.6,1.4,21.2,88.0,66.0,82.8,67.2,28.2,40.6,12.6,0.0,553.6
IDCJAC0001,08274,2012,4.0,3.2,0.0,null,null,null,null,null,null,null,null,null,null
