Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,032014,1901,null,null,null,12.5,50.4,10.2,0.0,29.4,15.2,24.1,10.7,23.4,null
IDCJAC0001,032014,1902,32.1,47.0,5.5,5.9,1.3,0.0,0.0,0.0,0.0,3.8,0.0,141.1,236.7
IDCJAC0001,032014,1903,123.8,96.8,439.7,98.8,44.5,53.3,8.8,15.7,3.8,0.0,97.8,272.2,1255.2
IDCJAC0001,032014,1904,242.9,24.9,136.0,2.5,0.0,0.0,3.8,0.0,0.0,21.6,8.9,114.3,554.9
IDCJAC0001,032014,1905,209.6,6.4,8.9,80.0,22.4,13.2,21.4,1.5,22.9,0.0,38.2,31.8,456.3
IDCJAC0001,032014,1906,227.1,98.3,90.3,0.0,16.3,12.1,0.0,8.4,22.6,12.2,114.6,178.4,780.3
IDCJAC0001,032014,1907,89.0,64.0,29.9,0.0,87.7,73.4,0.0,0.0,0.0,null,null,null,null
IDCJAC0001,032014,1908,null,null,null,null,30.0,0.0,28.4,17.0,0.5,50.6,16.5,0.0,null
IDCJAC0001,032014,1909,227.6,49.6,65.5,58.4,0.0,null,null,null,null,null,null,null,null
IDCJAC0001,032014,1910,null,null,null,null,null,null,null,null,null,7.9,182.8,93.3,null
IDCJAC0001,032014,1911,105.3,282.7,57.9,15.2,0.0,0.0,0.0,6.6,0.0,6.6,2.5,26.8,503.6
IDCJAC0001,032014,1923,null,null,29.0,15.3,2.8,26.6,0.0,30.0,0.0,0.0,4.6,93.7,null
IDCJAC0001,032014,1924,56.4,146.4,151.9,50.1,0.0,13.0,0.0,35.8,21.8,50.8,27.4,19.3,572.9
IDCJAC0001,032014,1925,176.5,144.6,115.4,0.0,0.0,26.7,0.0,0.0,17.1,0.0,26.2,52.4,558.9
IDCJAC0001,032014,1926,56.8,108.0,62.3,0.0,21.6,0.0,0.0,0.0,44.7,5.3,8.9,97.6,405.2
IDCJAC0001,032014,1927,330.9,349.9,44.8,13.0,0.0,115.2,40.2,5.8,21.6,19.0,1.5,123.8,1065.7
IDCJAC0001,032014,1928,94.6,189.0,61.7,5.3,0.0,0.0,0.0,0.0,0.0,2.0,139.8,72.7,565.1
IDCJAC0001,032014,1929,264.6,103.1,144.0,42.5,0.0,16.1,0.0,0.0,0.0,4.1,22.1,37.3,633.8
IDCJAC0001,032014,1930,269.0,97.6,33.5,0.0,59.4,23.6,3.8,0.0,0.0,98.8,0.0,7.9,593.6
IDCJAC0001,032014,1931,18.3,41.6,8.6,2.0,0.0,0.0,0.0,0.0,0.0,5.3,101.0,43.7,220.5
IDCJAC0001,032014,1932,90.2,59.9,58.4,17.3,5.6,5.6,5.1,0.0,0.0,29.7,22.1,131.1,425.0
IDCJAC0001,032014,1933,115.1,194.2,8.3,0.0,11.4,69.9,22.1,41.4,50.3,23.9,169.3,255.5,961.4
IDCJAC0001,032014,1934,234.7,226.8,5.1,30.0,39.6,40.4,0.0,0.0,10.9,40.7,54.4,35.6,718.2
IDCJAC0001,032014,1935,33.8,79.3,89.6,7.4,28.2,23.9,9.1,0.0,0.0,82.4,0.0,12.6,366.3
IDCJAC0001,032014,1936,54.6,256.0,159.3,0.0,0.0,45.4,0.0,0.0,0.0,8.2,1.8,123.5,648.8
IDCJAC0001,032014,1937,125.1,73.5,154.1,0.0,6.6,5.1,11.4,0.0,2.5,0.0,54.6,36.1,469.0
IDCJAC0001,032014,1938,90.7,320.0,29.5,10.9,0.0,11.7,77.7,0.0,0.0,17.8,28.9,2.0,589.2
IDCJAC0001,032014,1939,18.8,74.2,63.5,35.6,26.4,62.8,0.0,9.4,0.0,26.4,0.0,39.3,356.4
IDCJAC0001,032014,1940,135.8,413.3,197.7,35.1,0.0,0.0,0.0,19.8,0.0,0.0,108.4,6.3,916.4
IDCJAC0001,032014,1941,232.3,96.2,125.8,80.5,44.5,10.7,0.0,0.0,0.0,0.0,98.0,43.5,731.5
IDCJAC0001,032014,1942,10.9,242.4,14.8,71.4,0.0,15.0,99.8,0.0,0.0,9.1,0.0,137.2,600.6
IDCJAC0001,032014,1943,48.8,271.7,0.0,0.0,0.0,32.6,0.0,7.1,26.7,35.1,24.6,56.9,503.5
IDCJAC0001,032014,1944,12.3,114.5,181.1,0.0,0.0,28.1,9.9,23.6,0.0,0.0,26.2,134.3,530.0
IDCJAC0001,032014,1945,164.9,130.7,276.7,21.6,1.3,57.9,0.0,2.3,0.0,33.0,21.1,20.3,729.8
IDCJAC0001,032014,1946,226.5,199.8,264.2,0.0,2.5,null,null,null,null,null,null,null,null
IDCJAC0001,032014,1950,129.1,144.3,411.0,19.8,0.0,0.0,null,null,null,null,null,null,null
