Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,075071,1868,49.5,50.8,72.4,22.9,7.6,25.4,49.5,4.3,44.5,0.0,59.7,0.0,386.6
IDCJAC0001,075071,1869,15.2,7.6,129.5,15.2,33.0,19.1,10.2,5.1,12.7,51.3,54.6,0.0,353.5
IDCJAC0001,075071,1870,127.0,69.9,39.1,20.3,81.8,122.9,31.0,45.5,86.6,150.1,6.4,5.8,786.4
IDCJAC0001,075071,1871,41.9,53.3,0.0,16.5,72.4,14.5,16.8,7.6,88.6,45.7,91.4,33.3,482.0
IDCJAC0001,075071,1872,31.5,45.7,15.7,0.0,0.0,27.9,31.0,24.6,52.1,49.5,48.8,15.2,342.0
IDCJAC0001,075071,1873,154.9,79.8,5.1,62.7,25.4,48.8,11.4,24.6,81.0,35.6,22.9,18.3,570.5
IDCJAC0001,075071,1874,76.7,0.0,94.5,7.6,25.4,38.1,25.4,5.1,54.6,17.8,0.0,0.0,345.2
IDCJAC0001,075071,1875,0.0,61.0,33.0,37.6,90.2,125.7,38.1,78.7,27.9,33.0,10.2,36.8,572.2
IDCJAC0001,075071,1876,20.3,10.2,63.5,10.2,106.7,5.1,2.5,48.3,29.2,27.9,66.0,3.6,393.5
IDCJAC0001,075071,1877,33.0,24.4,45.7,15.2,39.4,38.1,15.2,2.5,66.0,11.4,7.6,0.0,298.5
IDCJAC0001,075071,1878,0.0,208.3,114.3,45.5,5.6,20.8,87.3,17.5,17.8,58.4,19.6,0.0,595.1
IDCJAC0001,075071,1879,0.0,0.0,13.2,32.7,25.7,20.5,24.6,42.1,34.2,83.0,45.0,5.0,326.0
IDCJAC0001,075071,1880,15.5,64.3,57.0,91.0,6.4,17.3,12.7,7.2,33.4,1.8,1.3,5.3,313.2
IDCJAC0001,075071,1881,9.9,72.6,57.9,2.8,35.1,36.9,6.6,31.3,53.1,13.4,18.6,6.3,344.5
IDCJAC0001,075071,1882,2.5,0.0,0.0,84.9,17.1,24.6,29.7,41.8,10.2,81.5,61.2,16.1,369.6
IDCJAC0001,075071,1883,0.0,12.8,44.2,22.4,50.9,38.5,13.5,29.5,63.7,32.5,23.4,5.1,336.5
IDCJAC0001,075071,1884,5.3,17.0,24.4,19.8,44.5,44.5,0.0,12.6,19.9,16.1,31.0,5.3,240.4
IDCJAC0001,075071,1885,9.6,39.3,10.4,36.3,14.7,37.1,25.6,17.3,54.4,20.0,2.0,64.0,330.7
IDCJAC0001,075071,1886,31.7,1.0,8.1,1.3,20.8,21.8,31.4,64.2,43.0,31.5,10.7,52.7,318.2
IDCJAC0001,075071,1887,6.0,29.0,41.3,45.5,30.2,57.9,36.8,31.3,25.4,43.9,98.2,52.6,498.1
IDCJAC0001,075071,1888,12.7,22.2,10.7,10.4,52.4,12.5,9.4,4.2,25.2,5.0,18.8,9.6,193.1
IDCJAC0001,075071,1889,56.7,68.1,0.5,82.1,137.1,65.3,4.1,84.2,56.0,37.3,50.5,0.8,642.7
IDCJAC0001,075071,1890,2.0,0.0,75.5,32.5,52.6,75.5,71.3,32.6,16.5,41.2,37.6,11.7,449.0
IDCJAC0001,075071,1891,79.7,0.0,21.4,65.8,44.5,31.0,38.2,42.7,17.1,33.3,29.3,2.8,405.8
IDCJAC0001,075071,1892,3.3,4.3,0.0,14.7,68.0,16.0,41.5,40.5,35.8,80.6,38.6,10.7,354.0
IDCJAC0001,075071,1893,0.5,0.8,9.6,28.2,85.2,33.4,24.3,35.1,56.0,12.1,38.6,6.9,330.7
IDCJAC0001,075071,1894,0.5,7.9,73.0,47.3,25.0,68.0,null,null,null,null,null,null,null
IDCJAC0001,075071,1895,28.7,54.1,2.0,21.1,7.9,35.6,18.1,26.3,2.3,23.7,0.0,29.0,248.8
IDCJAC0001,075071,1896,14.0,54.8,30.5,40.5,37.1,29.4,9.4,25.6,24.6,6.1,26.9,6.9,305.8
