Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,030110,1972,null,null,null,null,null,null,0.0,0.0,0.0,0.0,60.5,71.7,null
IDCJAC0001,030110,1973,220.0,361.5,70.6,18.3,0.0,0.0,0.0,0.0,40.7,11.5,229.6,258.8,1211.0
IDCJAC0001,030110,1974,856.4,325.2,354.8,0.0,74.5,0.0,0.0,47.1,0.0,41.1,7.1,177.1,1883.3
IDCJAC0001,030110,1975,222.5,83.7,118.8,83.2,0.0,0.0,0.0,0.0,15.0,92.5,68.3,274.7,958.7
IDCJAC0001,030110,1976,153.8,237.5,201.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,51.2,139.2,816.8
IDCJAC0001,030110,1977,66.5,181.2,60.2,0.0,10.1,0.0,0.0,0.0,0.0,0.0,54.8,137.9,510.7
IDCJAC0001,030110,1978,94.7,96.1,0.0,18.8,0.0,3.4,31.2,24.1,38.3,0.0,25.2,134.6,466.4
IDCJAC0001,030110,1979,254.2,310.9,248.8,0.0,0.0,0.0,0.0,0.0,0.0,17.8,47.3,20.2,899.2
IDCJAC0001,030110,1980,353.8,125.7,112.4,62.4,57.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,754.9
IDCJAC0001,030110,1981,676.3,331.7,18.8,31.6,61.0,12.2,10.6,0.0,0.0,10.2,102.7,100.7,1355.8
IDCJAC0001,030110,1982,220.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.6,375.4
IDCJAC0001,030110,1983,154.6,138.9,218.9,162.4,4.4,0.0,0.0,0.0,0.0,28.2,74.3,26.8,808.5
IDCJAC0001,030110,1984,233.2,205.6,31.0,0.0,0.0,2.4,0.0,0.0,0.0,21.2,17.0,null,null
