Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,040089,1913,null,null,null,null,null,null,null,null,null,null,15.0,105.2,null
IDCJAC0001,040089,1914,216.4,224.3,368.5,66.2,79.2,163.2,51.6,65.2,29.7,124.0,64.5,72.1,1524.9
IDCJAC0001,040089,1915,156.3,210.5,3.0,30.3,76.1,9.6,40.2,35.0,54.7,9.4,79.6,40.9,745.6
IDCJAC0001,040089,1916,38.2,110.0,119.9,142.0,40.4,57.5,85.1,117.7,93.8,177.3,76.8,192.4,1251.1
IDCJAC0001,040089,1917,195.6,103.7,103.1,65.6,44.2,1.3,25.4,52.3,147.6,25.9,238.6,134.7,1138.0
IDCJAC0001,040089,1918,279.9,218.7,90.2,115.7,57.3,6.6,17.5,58.5,59.0,22.7,54.4,21.4,1001.9
IDCJAC0001,040089,1919,2.8,100.4,171.6,118.9,221.9,38.9,16.3,17.2,0.0,38.9,7.6,6.9,741.4
IDCJAC0001,040089,1920,418.7,63.1,113.1,70.0,71.9,94.5,65.0,52.9,62.1,158.6,147.3,166.4,1483.6
IDCJAC0001,040089,1921,148.9,64.0,206.0,205.5,58.6,123.3,145.3,27.4,100.0,58.4,111.8,254.7,1503.9
IDCJAC0001,040089,1922,118.3,312.0,46.3,25.4,74.9,58.2,69.2,14.3,49.9,11.6,38.8,138.4,957.3
IDCJAC0001,040089,1923,164.3,157.8,59.6,254.6,14.0,91.9,81.8,30.6,36.4,19.5,91.3,213.1,1214.9
IDCJAC0001,040089,1924,77.3,267.7,121.8,82.9,44.8,42.2,245.9,33.8,63.3,144.2,73.3,182.4,1379.6
IDCJAC0001,040089,1925,306.5,204.8,299.8,64.3,69.3,270.9,11.2,66.8,11.2,23.9,66.9,196.3,1591.9
IDCJAC0001,040089,1926,113.7,28.0,79.8,79.0,104.2,93.7,8.8,3.8,80.8,36.6,2.8,672.6,1303.8
IDCJAC0001,040089,1927,485.0,100.0,576.5,115.8,0.0,88.2,13.0,16.8,82.3,156.0,115.3,322.0,2070.9
IDCJAC0001,040089,1928,206.6,577.9,66.3,448.4,57.8,114.9,27.4,10.0,14.0,51.8,62.8,59.5,1697.4
IDCJAC0001,040089,1929,236.9,220.0,108.3,365.1,6.6,90.6,13.7,39.1,1.8,72.4,92.3,112.3,1359.1
IDCJAC0001,040089,1930,428.0,181.1,101.3,54.3,124.4,369.5,51.9,59.8,34.3,67.4,97.9,60.5,1630.4
IDCJAC0001,040089,1931,190.0,475.1,296.1,109.1,151.7,52.9,29.7,25.1,36.1,45.2,81.5,155.0,1647.5
IDCJAC0001,040089,1932,7.9,171.7,31.8,190.4,39.9,50.5,13.4,33.1,72.2,57.2,54.6,96.0,818.7
IDCJAC0001,040089,1933,170.7,106.4,19.3,245.2,3.8,43.9,115.8,35.6,221.2,86.8,235.2,255.1,1539.0
IDCJAC0001,040089,1934,94.0,457.6,102.2,351.9,95.5,10.7,73.7,61.4,19.9,112.3,166.7,192.2,1738.1
IDCJAC0001,040089,1935,154.6,216.1,81.3,132.8,60.9,3.0,111.2,52.8,98.9,89.7,1.0,142.6,1144.9
IDCJAC0001,040089,1936,204.7,54.6,248.0,33.5,49.0,110.5,37.6,1.8,2.8,6.5,64.7,76.2,889.9
IDCJAC0001,040089,1937,14.8,166.7,464.5,30.5,9.4,34.6,40.2,59.7,19.3,118.5,144.1,95.7,1198.0
