Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,046001,1890,77.7,33.1,54.6,33.9,37.1,54.4,15.8,15.2,5.1,29.7,11.2,15.0,382.8
IDCJAC0001,046001,1891,118.4,3.8,38.0,62.5,55.7,20.8,0.0,27.1,30.7,13.5,15.3,0.0,385.8
IDCJAC0001,046001,1892,0.0,0.0,0.5,2.3,21.3,8.7,4.1,2.8,37.6,121.6,30.5,3.6,233.0
IDCJAC0001,046001,1893,0.0,0.0,35.8,25.5,78.7,38.4,5.1,22.1,3.0,5.3,87.9,1.0,302.8
IDCJAC0001,046001,1894,12.0,1.8,6.4,40.1,2.3,19.1,1.8,33.5,27.5,76.3,1.8,80.6,303.2
IDCJAC0001,046001,1895,1.3,63.5,6.4,6.1,46.3,19.8,1.3,1.0,21.7,0.0,31.7,15.5,214.6
IDCJAC0001,046001,1896,8.1,83.9,3.0,31.2,19.5,0.5,10.4,20.1,7.4,37.9,37.6,26.9,286.5
IDCJAC0001,046001,1897,100.0,43.1,41.9,0.0,1.3,87.1,2.0,3.0,20.3,27.2,0.0,32.5,358.4
IDCJAC0001,046001,1898,0.0,86.7,70.6,0.0,3.8,43.2,0.0,18.0,0.0,5.9,6.4,15.5,250.1
IDCJAC0001,046001,1899,17.0,17.8,66.3,0.0,0.0,33.0,2.3,2.3,5.6,8.6,8.9,0.0,161.8
IDCJAC0001,046001,1900,79.0,0.0,44.4,0.0,3.3,22.1,27.0,7.9,6.9,12.7,2.5,2.5,208.3
IDCJAC0001,046001,1901,1.3,8.8,12.4,1.6,0.0,7.9,40.1,29.5,5.1,1.3,0.0,2.5,110.5
IDCJAC0001,046001,1902,1.8,1.0,0.0,0.0,0.0,0.0,0.0,1.4,17.8,15.3,104.2,37.8,179.3
IDCJAC0001,046001,1903,28.4,0.0,4.0,28.7,0.0,0.0,0.0,23.1,28.9,20.3,17.3,84.3,235.0
IDCJAC0001,046001,1904,10.7,13.7,0.0,11.4,4.8,0.0,30.3,26.6,26.7,57.4,0.0,0.0,181.6
IDCJAC0001,046001,1905,10.2,0.0,0.0,21.6,20.0,9.4,17.6,16.6,1.0,1.0,0.0,6.1,103.5
IDCJAC0001,046001,1906,0.0,3.6,104.7,0.0,45.8,22.1,1.0,1.0,37.1,14.0,15.2,14.5,259.0
IDCJAC0001,046001,1907,67.8,3.0,80.1,0.0,5.1,28.7,12.2,39.4,0.0,2.8,8.1,43.2,290.4
IDCJAC0001,046001,1908,44.9,0.0,16.9,36.8,10.7,14.7,12.7,17.0,2.3,35.8,6.4,51.5,249.7
IDCJAC0001,046001,1909,5.8,19.9,5.4,0.0,8.9,24.6,0.0,20.5,0.0,2.5,0.0,0.0,87.6
IDCJAC0001,046001,1910,14.8,16.5,64.3,13.9,8.4,73.8,7.6,13.7,6.1,7.7,37.9,13.7,278.4
IDCJAC0001,046001,1911,30.2,48.3,10.7,2.3,26.9,2.0,26.4,1.8,1.5,0.0,64.1,68.3,282.5
IDCJAC0001,046001,1912,0.0,22.1,0.8,0.0,0.0,54.9,34.8,2.5,0.0,2.8,42.7,6.3,166.9
IDCJAC0001,046001,1913,2.0,36.8,21.6,13.7,2.6,0.0,0.0,0.0,17.8,13.8,1.8,15.8,125.9
IDCJAC0001,046001,1914,17.3,0.0,12.7,23.4,27.2,26.2,8.9,0.0,1.0,29.1,9.9,8.1,163.8
IDCJAC0001,046001,1915,0.0,22.4,1.0,6.4,17.2,13.8,14.6,8.2,31.0,36.8,0.0,0.0,151.4
IDCJAC0001,046001,1916,33.8,0.0,0.0,4.3,0.0,66.8,60.4,19.6,42.9,107.7,3.3,11.2,350.0
IDCJAC0001,046001,1917,95.3,122.2,0.0,0.0,3.8,31.8,19.8,11.2,16.8,25.9,64.0,21.6,412.4
IDCJAC0001,046001,1918,75.2,0.0,7.6,10.2,26.9,0.0,1.0,22.9,5.1,6.4,1.3,0.0,156.6
IDCJAC0001,046001,1919,6.1,38.6,0.0,1.5,49.4,0.0,1.5,7.1,8.9,0.0,2.5,4.1,119.7
IDCJAC0001,046001,1920,18.8,null,null,null,null,87.0,13.7,15.7,21.8,42.8,16.8,50.5,null
IDCJAC0001,046001,1921,0.0,48.2,38.9,0.0,36.3,59.5,null,null,null,null,null,null,null
IDCJAC0001,046001,1924,8.4,null,null,null,null,21.3,18.8,null,null,null,null,null,null
IDCJAC0001,046001,1925,57.9,18.3,16.2,0.5,24.1,0.0,32.8,17.6,6.9,4.1,12.5,0.0,190.9
IDCJAC0001,046001,1926,28.7,0.0,206.2,20.3,21.3,30.4,2.8,10.2,30.6,0.0,0.0,12.2,362.7
IDCJAC0001,046001,1927,2.3,1.0,1.3,0.0,0.0,22.4,8.9,0.0,3.8,17.7,10.4,17.7,85.5
IDCJAC0001,046001,1928,1.8,24.6,3.8,3.0,0.0,5.1,21.1,0.0,0.0,14.4,3.0,10.7,87.5
IDCJAC0001,046001,1929,0.0,10.9,1.3,10.7,0.0,8.9,0.0,5.0,20.8,0.0,19.1,44.5,121.2
IDCJAC0001,046001,1930,2.3,3.5,0.0,1.0,57.5,23.1,14.0,2.8,0.0,73.8,0.0,76.8,254.8
IDCJAC0001,046001,1931,1.0,5.8,31.0,64.6,32.5,36.2,43.6,2.5,17.8,9.1,28.9,45.0,318.0
IDCJAC0001,046001,1932,1.5,125.2,7.4,30.8,46.3,4.6,6.1,13.2,12.2,19.3,26.2,0.0,292.8
IDCJAC0001,046001,1933,8.1,14.0,0.0,4.8,21.1,0.0,16.5,30.4,0.0,17.0,82.9,47.2,242.0
IDCJAC0001,046001,1934,6.3,78.0,0.0,73.9,5.6,3.6,0.0,17.0,7.1,80.7,14.6,0.0,286.8
IDCJAC0001,046001,1935,14.5,0.0,0.0,16.3,0.0,40.9,7.6,0.5,17.3,32.7,14.3,8.4,152.5
IDCJAC0001,046001,1936,30.9,22.9,84.3,0.0,35.6,0.0,21.9,18.3,null,null,null,null,null
IDCJAC0001,046001,1937,8.9,37.6,0.8,1.8,1.3,12.7,0.0,8.9,0.0,4.6,3.8,38.6,119.0
IDCJAC0001,046001,1938,23.9,3.3,0.0,1.3,133.3,14.5,38.1,null,0.0,null,0.0,0.0,null
IDCJAC0001,046001,1939,36.8,139.7,73.5,null,null,null,null,null,null,null,null,null,null
IDCJAC0001,046001,1943,0.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,0.0,59.7
IDCJAC0001,046001,1944,109.2,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null
