Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,09207,1988,0.0,null,null,null,null,null,null,null,null,102.7,51.0,7.3,null
IDCJAC0001,09207,1989,20.9,41.2,0.0,51.6,165.2,72.2,183.2,113.4,116.3,128.1,12.4,11.0,915.5
IDCJAC0001,09207,1990,106.4,66.0,106.6,101.0,67.4,113.1,206.0,173.0,82.2,88.7,22.6,16.0,1149.0
IDCJAC0001,09207,1991,0.4,34.7,3.4,68.0,126.0,278.1,202.1,122.6,137.3,78.6,51.8,32.0,1135.0
IDCJAC0001,09207,1992,22.0,57.0,18.2,26.0,90.5,315.2,166.6,261.6,109.1,29.8,90.4,2.6,1189.0
IDCJAC0001,09207,1993,2.8,59.9,10.6,18.4,87.7,135.8,201.0,174.7,136.6,42.0,12.4,5.0,886.9
IDCJAC0001,09207,1994,1.0,0.0,2.8,14.8,142.2,201.4,201.9,143.0,74.7,19.2,16.4,0.4,817.8
IDCJAC0001,09207,1995,0.0,28.6,20.4,17.8,160.2,166.5,291.9,108.0,88.1,108.2,46.2,5.5,1041.4
IDCJAC0001,09207,1996,3.4,0.0,7.0,34.8,86.8,350.7,266.6,163.8,170.2,72.4,65.6,36.8,1258.1
IDCJAC0001,09207,1997,3.4,19.8,54.8,29.1,128.5,156.9,156.0,197.6,99.8,54.6,19.7,0.2,920.4
IDCJAC0001,09207,1998,9.2,0.0,42.6,9.8,113.4,191.4,117.0,234.0,136.6,44.2,32.2,21.4,951.8
IDCJAC0001,09207,1999,27.0,0.0,35.6,4.0,114.4,167.6,152.0,200.6,133.0,110.0,2.6,22.8,969.6
IDCJAC0001,09207,2000,117.6,0.0,15.4,69.8,43.0,164.1,313.4,196.4,86.0,5.2,31.8,1.4,1044.1
IDCJAC0001,09207,2001,0.0,2.2,6.4,7.8,117.8,34.2,232.4,132.0,196.8,35.0,24.2,12.0,800.8
IDCJAC0001,09207,2002,15.2,2.0,2.4,76.0,105.0,206.4,192.4,110.0,99.3,66.8,37.4,0.0,912.9
IDCJAC0001,09207,2003,1.4,20.8,34.0,66.4,132.2,183.8,201.3,167.2,166.4,31.4,58.8,2.4,1066.1
IDCJAC0001,09207,2004,0.0,1.2,0.7,20.0,125.4,170.5,141.0,196.4,null,64.2,65.9,2.8,null
IDCJAC0001,09207,2005,0.0,4.4,65.2,35.9,212.3,258.0,90.9,146.4,156.5,73.4,31.0,17.2,1091.2
IDCJAC0001,09207,2006,35.4,28.0,5.6,32.1,33.3,37.2,115.8,197.0,96.2,44.6,39.2,7.2,671.6
IDCJAC0001,09207,2007,24.8,7.2,12.2,109.8,82.6,104.2,311.5,162.8,154.7,96.8,6.6,31.8,1105.0
IDCJAC0001,09207,2008,0.0,59.2,10.0,157.8,99.2,201.0,275.6,27.5,104.9,null,57.2,6.8,null
IDCJAC0001,09207,2009,6.0,11.8,5.2,7.4,67.4,210.0,223.6,213.6,162.9,12.4,68.0,0.0,988.3
IDCJAC0001,09207,2010,0.0,0.4,34.0,24.8,106.4,53.0,150.0,57.4,28.8,26.4,10.8,14.0,506.0
IDCJAC0001,09207,2011,34.0,0.0,4.4,26.0,91.0,175.8,235.2,178.4,143.6,68.8,55.4,49.8,1062.4
IDCJAC0001,09207,2012,37.2,22.2,0.0,81.6,null,null,null,null,null,null,null,null,null
