Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,040889,2000,null,null,null,null,null,null,null,null,null,null,null,59.0,null
IDCJAC0001,040889,2001,41.0,195.0,78.0,15.0,35.0,15.0,57.0,12.0,21.0,54.0,108.0,59.0,690.0
IDCJAC0001,040889,2002,24.0,102.0,50.0,13.0,34.0,69.0,1.0,143.0,5.0,37.0,11.0,66.0,555.0
IDCJAC0001,040889,2003,6.0,345.0,62.4,89.0,38.2,4.2,36.6,68.0,2.0,110.2,12.0,184.4,958.0
IDCJAC0001,040889,2004,280.0,124.6,165.8,79.0,11.6,9.0,11.4,6.4,24.2,64.6,238.6,203.2,1218.4
IDCJAC0001,040889,2005,99.6,8.6,0.0,51.4,81.4,133.2,10.8,17.6,19.2,174.2,178.0,168.8,942.8
IDCJAC0001,040889,2006,142.8,135.4,56.6,6.4,18.0,45.0,51.8,27.0,62.4,32.4,45.4,38.2,661.4
IDCJAC0001,040889,2007,43.2,93.0,83.6,0.2,null,null,0.0,0.6,54.8,46.4,null,34.2,null
IDCJAC0001,040889,2008,173.6,33.4,null,null,null,0.0,143.8,3.0,39.6,null,null,28.4,null
IDCJAC0001,040889,2009,106.8,160.0,71.4,37.0,93.0,23.6,null,null,10.0,31.0,44.6,145.4,null
IDCJAC0001,040889,2010,80.6,263.0,341.2,41.0,103.2,8.8,34.4,69.8,97.4,172.4,46.2,537.2,1795.2
IDCJAC0001,040889,2011,null,70.6,133.0,71.2,98.6,24.0,25.2,94.0,10.6,80.2,26.6,139.8,null
IDCJAC0001,040889,2012,262.4,261.0,43.0,71.0,7.2,null,null,null,null,null,null,null,null
