Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,021037,1873,null,null,null,null,null,null,null,null,null,25.1,8.4,21.6,null
IDCJAC0001,021037,1874,60.5,2.8,34.8,3.6,94.5,73.9,54.9,53.3,59.9,15.0,10.2,5.8,469.2
IDCJAC0001,021037,1875,13.7,50.0,null,null,null,null,null,null,null,null,null,null,null
IDCJAC0001,021037,1880,null,null,56.6,48.0,12.4,33.0,23.1,48.3,68.1,38.1,3.6,2.8,null
IDCJAC0001,021037,1881,11.2,0.0,2.3,21.1,36.1,81.3,32.5,42.4,21.6,23.1,6.1,9.9,287.6
IDCJAC0001,021037,1882,2.3,6.1,2.5,43.2,41.4,22.1,23.1,36.6,5.3,58.9,45.2,10.7,297.4
IDCJAC0001,021037,1883,0.0,10.2,6.1,29.7,128.8,45.7,40.9,67.8,60.5,17.0,30.5,13.5,450.7
IDCJAC0001,021037,1884,43.2,0.0,74.2,34.1,99.3,65.1,3.4,21.4,69.6,21.8,15.3,32.3,479.7
IDCJAC0001,021037,1885,8.8,30.0,5.3,29.9,26.4,42.6,22.9,21.6,80.6,28.7,2.5,46.5,345.8
IDCJAC0001,021037,1886,3.5,0.0,0.0,24.9,11.9,1.3,50.4,90.8,34.3,39.9,37.6,19.0,313.6
IDCJAC0001,021037,1887,3.4,7.6,5.1,47.3,30.3,86.5,37.6,50.4,67.3,65.1,27.7,19.1,447.4
IDCJAC0001,021037,1888,9.9,1.5,132.5,8.4,38.8,50.2,54.1,31.2,29.0,3.0,9.2,13.5,381.3
IDCJAC0001,021037,1889,33.0,35.6,5.8,177.9,74.1,123.5,32.5,88.6,85.5,83.6,31.6,1.3,773.0
IDCJAC0001,021037,1890,53.1,26.9,20.9,30.2,81.2,82.6,71.5,84.9,39.9,30.7,41.4,16.3,579.6
IDCJAC0001,021037,1891,35.3,0.0,7.7,26.0,6.1,33.8,37.0,50.1,29.3,42.1,15.6,1.8,284.8
IDCJAC0001,021037,1892,18.5,19.6,1.3,33.1,24.4,38.2,26.2,54.7,61.4,110.6,21.1,27.7,436.8
IDCJAC0001,021037,1893,2.1,2.3,0.0,83.0,231.5,83.1,32.4,64.7,63.1,26.7,54.6,12.7,656.2
IDCJAC0001,021037,1894,4.6,0.0,31.6,37.1,17.3,47.2,58.0,60.5,46.8,117.4,5.4,88.3,514.2
IDCJAC0001,021037,1895,30.5,0.0,5.6,81.8,14.5,67.1,69.7,49.1,22.3,5.9,6.4,44.2,397.1
IDCJAC0001,021037,1896,56.6,1.3,25.5,20.9,37.2,84.3,26.2,37.1,27.7,7.4,3.3,16.5,344.0
IDCJAC0001,021037,1897,13.5,12.7,3.5,10.6,27.7,26.7,84.3,63.8,50.4,3.0,7.6,1.5,305.3
IDCJAC0001,021037,1898,0.0,25.4,2.1,55.1,25.2,80.9,28.8,76.4,5.1,18.7,16.2,2.0,335.9
IDCJAC0001,021037,1899,22.5,42.3,8.4,15.8,44.4,73.3,3.3,18.6,46.4,10.9,43.6,4.9,334.4
IDCJAC0001,021037,1900,6.5,4.1,42.7,85.8,29.9,56.6,34.8,63.4,46.0,14.3,6.7,25.4,416.2
IDCJAC0001,021037,1901,3.9,17.3,5.1,41.4,13.5,31.4,66.5,45.0,43.5,86.3,4.4,13.7,372.0
IDCJAC0001,021037,1902,15.5,17.8,61.5,3.0,9.1,47.9,21.6,27.9,23.8,52.2,24.1,52.1,356.5
IDCJAC0001,021037,1903,6.1,39.9,26.5,72.7,22.0,76.4,51.7,45.0,86.9,4.2,104.7,35.2,571.3
IDCJAC0001,021037,1904,41.4,31.7,20.6,36.6,33.4,50.3,93.3,37.9,14.0,63.8,9.4,16.3,448.7
IDCJAC0001,021037,1905,13.8,2.8,2.1,75.9,74.2,56.0,73.8,35.4,35.7,72.6,0.3,0.0,442.6
IDCJAC0001,021037,1906,0.0,33.5,42.1,13.7,36.0,81.7,55.8,53.7,73.5,28.7,39.2,45.7,503.6
IDCJAC0001,021037,1907,0.0,0.5,2.5,68.3,37.3,84.4,99.7,56.6,34.0,19.8,55.2,24.7,483.0
IDCJAC0001,021037,1908,25.7,4.0,17.1,14.0,73.7,53.2,11.0,94.0,93.0,58.5,7.1,7.4,458.7
IDCJAC0001,021037,1909,10.2,7.1,4.0,30.4,47.1,83.9,51.7,98.6,30.2,24.1,17.7,4.1,409.1
IDCJAC0001,021037,1910,9.1,2.5,70.7,1.0,98.7,72.6,65.3,30.3,99.4,37.1,28.7,18.8,534.2
IDCJAC0001,021037,1911,0.5,52.6,13.2,4.5,53.0,84.3,36.5,35.3,59.9,15.8,3.0,27.0,385.6
IDCJAC0001,021037,1912,6.6,6.4,12.8,11.7,6.6,81.2,47.1,46.5,39.3,22.1,50.3,4.6,335.2
IDCJAC0001,021037,1913,1.3,11.7,21.9,0.0,11.3,7.3,25.7,39.9,54.7,41.7,24.8,15.2,255.5
IDCJAC0001,021037,1914,1.5,2.5,15.3,21.6,21.4,13.0,25.7,0.5,13.7,14.5,23.1,36.5,189.3
